Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
master area 2,Chrome 126.0.0.0,,,25-06-2024 15:01:45,25-06-2024 15:02:09,23.529s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 126.0.0.0,,,25-06-2024 15:01:45,25-06-2024 15:01:52,6.753s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 15:01:46,25-06-2024 15:01:50,4.553s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 15:01:50,25-06-2024 15:01:51,0.808s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 15:01:51,25-06-2024 15:01:52,0.638s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 15:01:52,25-06-2024 15:01:52,0.469s,PASSED
,,,,,,,
Test Cases/User Management - Master Area 2/Open Master Area 2,Chrome 126.0.0.0,,,25-06-2024 15:01:52,25-06-2024 15:02:09,16.594s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 15:01:52,25-06-2024 15:01:55,2.889s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 15:01:55,25-06-2024 15:01:56,0.695s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 15:01:56,25-06-2024 15:01:56,0.683s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 15:01:56,25-06-2024 15:01:57,0.470s,PASSED
delay(3),Chrome 126.0.0.0,,,25-06-2024 15:01:57,25-06-2024 15:02:00,3.050s,PASSED
"click(findTestObject(""User Management - Master Area 2/Open Master Area 2""))",Chrome 126.0.0.0,,,25-06-2024 15:02:00,25-06-2024 15:02:01,0.706s,PASSED
delay(8),Chrome 126.0.0.0,,,25-06-2024 15:02:01,25-06-2024 15:02:09,8.010s,PASSED
