Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
master area 1,Chrome 126.0.0.0,,,25-06-2024 14:59:44,25-06-2024 15:00:10,25.886s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 126.0.0.0,,,25-06-2024 14:59:44,25-06-2024 14:59:52,7.970s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 14:59:44,25-06-2024 14:59:50,5.696s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 14:59:50,25-06-2024 14:59:51,0.816s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 14:59:51,25-06-2024 14:59:51,0.661s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 14:59:51,25-06-2024 14:59:52,0.500s,PASSED
,,,,,,,
Test Cases/User Management - Master Area 1/Open Master Area 1,Chrome 126.0.0.0,,,25-06-2024 14:59:52,25-06-2024 15:00:10,17.725s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 14:59:52,25-06-2024 14:59:56,4.076s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 14:59:56,25-06-2024 14:59:57,0.743s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 14:59:57,25-06-2024 14:59:58,0.688s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 14:59:58,25-06-2024 14:59:58,0.478s,PASSED
delay(3),Chrome 126.0.0.0,,,25-06-2024 14:59:58,25-06-2024 15:00:01,3.043s,PASSED
"click(findTestObject(""User Management - Master Area 1/Open Master Area 1""))",Chrome 126.0.0.0,,,25-06-2024 15:00:01,25-06-2024 15:00:02,0.582s,PASSED
delay(8),Chrome 126.0.0.0,,,25-06-2024 15:00:02,25-06-2024 15:00:10,8.012s,PASSED
