Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,11-06-2024 13:23:25,11-06-2024 13:24:11,45.818s,PASSED
,,,,,,,
Test Cases/User Management - Master User/Open Master User,Chrome 125.0.0.0,,,11-06-2024 13:23:25,11-06-2024 13:24:03,37.861s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,11-06-2024 13:23:25,11-06-2024 13:23:41,15.465s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,11-06-2024 13:23:41,11-06-2024 13:23:42,0.816s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,11-06-2024 13:23:42,11-06-2024 13:23:42,0.695s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,11-06-2024 13:23:42,11-06-2024 13:23:43,0.528s,PASSED
delay(1),Chrome 125.0.0.0,,,11-06-2024 13:23:43,11-06-2024 13:23:44,1.040s,PASSED
"click(findTestObject(""User Management - Master User/Master User""))",Chrome 125.0.0.0,,,11-06-2024 13:23:44,11-06-2024 13:24:01,16.989s,PASSED
delay(2),Chrome 125.0.0.0,,,11-06-2024 13:24:01,11-06-2024 13:24:03,2.007s,PASSED
,,,,,,,
Test Cases/User Management - Master User/Search by User ID,Chrome 125.0.0.0,,,11-06-2024 13:24:03,11-06-2024 13:24:11,7.746s,PASSED
"setText(findTestObject(""User Management - Master User/Search by User ID""), ""114 MTR"")",Chrome 125.0.0.0,,,11-06-2024 13:24:03,11-06-2024 13:24:08,5.151s,PASSED
"click(findTestObject(""User Management - Master User/User Management - Click Button Search""))",Chrome 125.0.0.0,,,11-06-2024 13:24:08,11-06-2024 13:24:09,0.446s,PASSED
delay(2),Chrome 125.0.0.0,,,11-06-2024 13:24:09,11-06-2024 13:24:11,2.011s,PASSED
