Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,11-06-2024 14:55:30,11-06-2024 14:57:48,2m - 18.260s,PASSED
,,,,,,,
Test Cases/User Management - Master Store/Open Master Store,Chrome 125.0.0.0,,,11-06-2024 14:55:30,11-06-2024 14:57:40,2m - 10.309s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,11-06-2024 14:55:30,11-06-2024 14:56:11,40.645s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,11-06-2024 14:56:11,11-06-2024 14:56:12,0.797s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,11-06-2024 14:56:12,11-06-2024 14:56:12,0.776s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,11-06-2024 14:56:12,11-06-2024 14:56:13,0.459s,PASSED
delay(1),Chrome 125.0.0.0,,,11-06-2024 14:56:13,11-06-2024 14:56:14,1.051s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store""))",Chrome 125.0.0.0,,,11-06-2024 14:56:14,11-06-2024 14:57:37,1m - 23.255s,PASSED
delay(3),Chrome 125.0.0.0,,,11-06-2024 14:57:37,11-06-2024 14:57:40,3.009s,PASSED
,,,,,,,
Test Cases/User Management - Master Store/Master Store - Download,Chrome 125.0.0.0,,,11-06-2024 14:57:40,11-06-2024 14:57:48,7.742s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store - Download""))",Chrome 125.0.0.0,,,11-06-2024 14:57:40,11-06-2024 14:57:43,2.597s,PASSED
delay(5),Chrome 125.0.0.0,,,11-06-2024 14:57:43,11-06-2024 14:57:48,5.007s,PASSED
