Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,11-06-2024 11:27:30,11-06-2024 11:28:42,1m - 12.002s,FAILED
,,,,,,,
Test Cases/User Management - Master Store/Open Master Store,Chrome 125.0.0.0,,,11-06-2024 11:27:30,11-06-2024 11:27:45,15.041s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,11-06-2024 11:27:30,11-06-2024 11:27:35,5.118s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,11-06-2024 11:27:35,11-06-2024 11:27:36,0.839s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,11-06-2024 11:27:36,11-06-2024 11:27:37,0.736s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,11-06-2024 11:27:37,11-06-2024 11:27:38,0.533s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store""))",Chrome 125.0.0.0,,,11-06-2024 11:27:38,11-06-2024 11:27:40,2.462s,PASSED
delay(5),Chrome 125.0.0.0,,,11-06-2024 11:27:40,11-06-2024 11:27:45,5.048s,PASSED
,,,,,,,
Test Cases/User Management - Master Store/Search by Store Active State,Chrome 125.0.0.0,,,11-06-2024 11:28:40,11-06-2024 11:28:42,2.041s,FAILED
"click(findTestObject(""User Management - Master Store/Search by Store Active State""))",Chrome 125.0.0.0,,,11-06-2024 11:28:40,11-06-2024 11:28:42,2.026s,FAILED
