Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 126.0.0.0,,,25-06-2024 15:04:53,25-06-2024 15:05:03,10.665s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 126.0.0.0,,,25-06-2024 15:04:53,25-06-2024 15:05:00,7.064s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 15:04:53,25-06-2024 15:04:58,4.709s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 15:04:58,25-06-2024 15:04:59,0.783s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 15:04:59,25-06-2024 15:04:59,0.824s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 15:04:59,25-06-2024 15:05:00,0.464s,PASSED
,,,,,,,
Test Cases/Dashboard CMS/list dashboard,Chrome 126.0.0.0,,,25-06-2024 15:05:00,25-06-2024 15:05:03,3.389s,PASSED
"click(findTestObject(""Dashboard CMS/list dashboard""))",Chrome 126.0.0.0,,,25-06-2024 15:05:00,25-06-2024 15:05:03,2.881s,PASSED
"click(findTestObject(""Dashboard CMS/list dashboard""))",Chrome 126.0.0.0,,,25-06-2024 15:05:03,25-06-2024 15:05:03,0.421s,PASSED
