Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,11-06-2024 11:34:30,11-06-2024 11:34:58,28.421s,PASSED
,,,,,,,
Test Cases/User Management - Master Store/Open Master Store,Chrome 125.0.0.0,,,11-06-2024 11:34:30,11-06-2024 11:34:47,16.763s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,11-06-2024 11:34:30,11-06-2024 11:34:37,6.543s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,11-06-2024 11:34:37,11-06-2024 11:34:38,0.787s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,11-06-2024 11:34:38,11-06-2024 11:34:38,0.665s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,11-06-2024 11:34:38,11-06-2024 11:34:39,0.460s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store""))",Chrome 125.0.0.0,,,11-06-2024 11:34:39,11-06-2024 11:34:42,2.960s,PASSED
delay(5),Chrome 125.0.0.0,,,11-06-2024 11:34:42,11-06-2024 11:34:47,5.051s,PASSED
,,,,,,,
Test Cases/User Management - Master Store/Search by Store Active State,Chrome 125.0.0.0,,,11-06-2024 11:34:47,11-06-2024 11:34:58,11.458s,PASSED
"click(findTestObject(""User Management - Master Store/Search by Store Active State""))",Chrome 125.0.0.0,,,11-06-2024 11:34:47,11-06-2024 11:34:47,0.405s,PASSED
"click(findTestObject(""User Management - Master Store/Store Active State - Click button Active""))",Chrome 125.0.0.0,,,11-06-2024 11:34:47,11-06-2024 11:34:49,1.600s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store - Click Button Search""))",Chrome 125.0.0.0,,,11-06-2024 11:34:49,11-06-2024 11:34:49,0.545s,PASSED
delay(3),Chrome 125.0.0.0,,,11-06-2024 11:34:49,11-06-2024 11:34:52,3.013s,PASSED
"click(findTestObject(""User Management - Master Store/Search by Store Active State""))",Chrome 125.0.0.0,,,11-06-2024 11:34:52,11-06-2024 11:34:53,0.863s,PASSED
"click(findTestObject(""User Management - Master Store/Store Active State - Click button Inactive""))",Chrome 125.0.0.0,,,11-06-2024 11:34:53,11-06-2024 11:34:54,0.980s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store - Click Button Search""))",Chrome 125.0.0.0,,,11-06-2024 11:34:54,11-06-2024 11:34:55,0.924s,PASSED
delay(3),Chrome 125.0.0.0,,,11-06-2024 11:34:55,11-06-2024 11:34:58,3.011s,PASSED
