Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,12-06-2024 10:17:46,12-06-2024 10:18:28,42.705s,PASSED
,,,,,,,
Test Cases/User Management - Role and Menu/Open Role and Menu,Chrome 125.0.0.0,,,12-06-2024 10:17:46,12-06-2024 10:17:57,10.924s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,12-06-2024 10:17:46,12-06-2024 10:17:52,5.431s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,12-06-2024 10:17:52,12-06-2024 10:17:52,0.839s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,12-06-2024 10:17:52,12-06-2024 10:17:54,1.117s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,12-06-2024 10:17:54,12-06-2024 10:17:54,0.528s,PASSED
delay(2),Chrome 125.0.0.0,,,12-06-2024 10:17:54,12-06-2024 10:17:56,2.037s,PASSED
"click(findTestObject(""User Management - Role and Menu/Role and Menu""))",Chrome 125.0.0.0,,,12-06-2024 10:17:56,12-06-2024 10:17:57,0.686s,PASSED
,,,,,,,
Test Cases/User Management - Role and Menu/Role and Menu - Download,Chrome 125.0.0.0,,,12-06-2024 10:17:57,12-06-2024 10:18:28,31.578s,PASSED
"click(findTestObject(""User Management - Role and Menu/Role and Menu - Download""))",Chrome 125.0.0.0,,,12-06-2024 10:17:57,12-06-2024 10:17:58,1.437s,PASSED
delay(30),Chrome 125.0.0.0,,,12-06-2024 10:17:58,12-06-2024 10:18:28,30.009s,PASSED
