Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,11-06-2024 10:33:53,11-06-2024 10:34:11,18.329s,PASSED
,,,,,,,
Test Cases/User Management - Master Store/Open Master Store,Chrome 125.0.0.0,,,11-06-2024 10:33:53,11-06-2024 10:34:06,13.515s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,11-06-2024 10:33:53,11-06-2024 10:33:57,4.279s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,11-06-2024 10:33:57,11-06-2024 10:33:58,0.806s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,11-06-2024 10:33:58,11-06-2024 10:33:59,0.668s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,11-06-2024 10:33:59,11-06-2024 10:33:59,0.370s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store""))",Chrome 125.0.0.0,,,11-06-2024 10:33:59,11-06-2024 10:34:01,1.996s,PASSED
delay(5),Chrome 125.0.0.0,,,11-06-2024 10:34:01,11-06-2024 10:34:06,5.047s,PASSED
,,,,,,,
Test Cases/User Management - Master Store/Search by Store Name,Chrome 125.0.0.0,,,11-06-2024 10:34:06,11-06-2024 10:34:11,4.576s,PASSED
"setText(findTestObject(""User Management - Master Store/Search by Store Name""), ""JAYA AGUNG ATRIUM"")",Chrome 125.0.0.0,,,11-06-2024 10:34:06,11-06-2024 10:34:08,1.120s,PASSED
"click(findTestObject(""User Management - Master Store/Master Store - Click Button Search""))",Chrome 125.0.0.0,,,11-06-2024 10:34:08,11-06-2024 10:34:08,0.348s,PASSED
delay(3),Chrome 125.0.0.0,,,11-06-2024 10:34:08,11-06-2024 10:34:11,3.005s,PASSED
