Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
master area 2,Chrome 126.0.0.0,,,25-06-2024 15:00:17,25-06-2024 15:00:41,23.969s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 126.0.0.0,,,25-06-2024 15:00:17,25-06-2024 15:00:24,6.876s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 15:00:17,25-06-2024 15:00:22,4.618s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 15:00:22,25-06-2024 15:00:23,0.813s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 15:00:23,25-06-2024 15:00:23,0.648s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 15:00:23,25-06-2024 15:00:24,0.504s,PASSED
,,,,,,,
Test Cases/User Management - Master Area 2/Open Master Area 2,Chrome 126.0.0.0,,,25-06-2024 15:00:24,25-06-2024 15:00:41,16.912s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 15:00:24,25-06-2024 15:00:27,2.893s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 15:00:27,25-06-2024 15:00:28,0.741s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 15:00:28,25-06-2024 15:00:28,0.696s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 15:00:28,25-06-2024 15:00:29,0.596s,PASSED
delay(3),Chrome 126.0.0.0,,,25-06-2024 15:00:29,25-06-2024 15:00:32,3.046s,PASSED
"click(findTestObject(""User Management - Master Area 2/Open Master Area 2""))",Chrome 126.0.0.0,,,25-06-2024 15:00:32,25-06-2024 15:00:33,0.813s,PASSED
delay(8),Chrome 126.0.0.0,,,25-06-2024 15:00:33,25-06-2024 15:00:41,8.017s,PASSED
