Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
master area 1,Chrome 126.0.0.0,,,25-06-2024 15:01:15,25-06-2024 15:01:39,23.894s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 126.0.0.0,,,25-06-2024 15:01:15,25-06-2024 15:01:22,6.846s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 15:01:16,25-06-2024 15:01:21,4.727s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 15:01:21,25-06-2024 15:01:21,0.799s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 15:01:21,25-06-2024 15:01:22,0.653s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 15:01:22,25-06-2024 15:01:22,0.376s,PASSED
,,,,,,,
Test Cases/User Management - Master Area 1/Open Master Area 1,Chrome 126.0.0.0,,,25-06-2024 15:01:22,25-06-2024 15:01:39,16.851s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 15:01:22,25-06-2024 15:01:26,3.226s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 15:01:26,25-06-2024 15:01:26,0.753s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 15:01:26,25-06-2024 15:01:27,0.692s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 15:01:27,25-06-2024 15:01:28,0.456s,PASSED
delay(3),Chrome 126.0.0.0,,,25-06-2024 15:01:28,25-06-2024 15:01:31,3.040s,PASSED
"click(findTestObject(""User Management - Master Area 1/Open Master Area 1""))",Chrome 126.0.0.0,,,25-06-2024 15:01:31,25-06-2024 15:01:31,0.567s,PASSED
delay(8),Chrome 126.0.0.0,,,25-06-2024 15:01:31,25-06-2024 15:01:39,8.017s,PASSED
