Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 126.0.0.0,,,25-06-2024 14:59:14,25-06-2024 14:59:35,21.358s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 126.0.0.0,,,25-06-2024 14:59:14,25-06-2024 14:59:31,16.560s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 126.0.0.0,,,25-06-2024 14:59:15,25-06-2024 14:59:28,13.159s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 126.0.0.0,,,25-06-2024 14:59:28,25-06-2024 14:59:29,1.299s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 126.0.0.0,,,25-06-2024 14:59:29,25-06-2024 14:59:30,1.056s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 126.0.0.0,,,25-06-2024 14:59:30,25-06-2024 14:59:31,0.570s,PASSED
,,,,,,,
Test Cases/Dashboard CMS/list dashboard,Chrome 126.0.0.0,,,25-06-2024 14:59:31,25-06-2024 14:59:35,4.508s,PASSED
"click(findTestObject(""Dashboard CMS/list dashboard""))",Chrome 126.0.0.0,,,25-06-2024 14:59:31,25-06-2024 14:59:35,3.856s,PASSED
"click(findTestObject(""Dashboard CMS/list dashboard""))",Chrome 126.0.0.0,,,25-06-2024 14:59:35,25-06-2024 14:59:35,0.525s,PASSED
