Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,11-06-2024 14:27:56,11-06-2024 14:33:22,5m - 25.677s,PASSED
,,,,,,,
Test Cases/User Management - Master User/Open Master User,Chrome 125.0.0.0,,,11-06-2024 14:32:49,11-06-2024 14:33:11,21.805s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,11-06-2024 14:32:49,11-06-2024 14:33:03,13.995s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,11-06-2024 14:33:03,11-06-2024 14:33:04,1.000s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,11-06-2024 14:33:04,11-06-2024 14:33:05,0.666s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,11-06-2024 14:33:05,11-06-2024 14:33:05,0.484s,PASSED
delay(1),Chrome 125.0.0.0,,,11-06-2024 14:33:05,11-06-2024 14:33:06,1.016s,PASSED
"click(findTestObject(""User Management - Master User/Master User""))",Chrome 125.0.0.0,,,11-06-2024 14:33:06,11-06-2024 14:33:09,2.612s,PASSED
delay(2),Chrome 125.0.0.0,,,11-06-2024 14:33:09,11-06-2024 14:33:11,2.004s,PASSED
,,,,,,,
Test Cases/User Management - Master User/Search by User Role,Chrome 125.0.0.0,,,11-06-2024 14:33:11,11-06-2024 14:33:22,11.236s,PASSED
"click(findTestObject(""User Management - Master User/Search by User Role""))",Chrome 125.0.0.0,,,11-06-2024 14:33:11,11-06-2024 14:33:11,0.385s,PASSED
"click(findTestObject(""User Management - Master User/User Role - Team Finance""))",Chrome 125.0.0.0,,,11-06-2024 14:33:11,11-06-2024 14:33:12,0.664s,PASSED
"click(findTestObject(""User Management - Master User/User Management - Click Button Search""))",Chrome 125.0.0.0,,,11-06-2024 14:33:12,11-06-2024 14:33:13,0.529s,PASSED
delay(2),Chrome 125.0.0.0,,,11-06-2024 14:33:13,11-06-2024 14:33:15,2.016s,PASSED
"click(findTestObject(""User Management - Master User/Search by User Role""))",Chrome 125.0.0.0,,,11-06-2024 14:33:15,11-06-2024 14:33:15,0.470s,PASSED
"click(findTestObject(""User Management - Master User/User Role - team RND""))",Chrome 125.0.0.0,,,11-06-2024 14:33:15,11-06-2024 14:33:16,0.552s,PASSED
"click(findTestObject(""User Management - Master User/User Management - Click Button Search""))",Chrome 125.0.0.0,,,11-06-2024 14:33:16,11-06-2024 14:33:16,0.523s,PASSED
delay(2),Chrome 125.0.0.0,,,11-06-2024 14:33:16,11-06-2024 14:33:18,2.015s,PASSED
"click(findTestObject(""User Management - Master User/Search by User Role""))",Chrome 125.0.0.0,,,11-06-2024 14:33:18,11-06-2024 14:33:19,0.366s,PASSED
"click(findTestObject(""User Management - Master User/User Role - SuperAdmin""))",Chrome 125.0.0.0,,,11-06-2024 14:33:19,11-06-2024 14:33:19,0.556s,PASSED
"click(findTestObject(""User Management - Master User/User Management - Click Button Search""))",Chrome 125.0.0.0,,,11-06-2024 14:33:19,11-06-2024 14:33:20,1.046s,PASSED
delay(2),Chrome 125.0.0.0,,,11-06-2024 14:33:20,11-06-2024 14:33:22,2.013s,PASSED
