Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,11-06-2024 11:53:36,11-06-2024 11:53:52,16.064s,PASSED
,,,,,,,
Test Cases/User Management - Master User/Open Master User,Chrome 125.0.0.0,,,11-06-2024 11:53:36,11-06-2024 11:53:52,15.876s,PASSED
"openBrowser(""http://206.189.158.91:8080/sparepart-factory-cms/login.zul"")",Chrome 125.0.0.0,,,11-06-2024 11:53:37,11-06-2024 11:53:45,8.319s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,11-06-2024 11:53:45,11-06-2024 11:53:46,0.788s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,11-06-2024 11:53:46,11-06-2024 11:53:47,0.762s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,11-06-2024 11:53:47,11-06-2024 11:53:47,0.393s,PASSED
delay(1),Chrome 125.0.0.0,,,11-06-2024 11:53:47,11-06-2024 11:53:48,1.042s,PASSED
"click(findTestObject(""User Management - Master User/Master User""))",Chrome 125.0.0.0,,,11-06-2024 11:53:48,11-06-2024 11:53:50,2.229s,PASSED
delay(2),Chrome 125.0.0.0,,,11-06-2024 11:53:50,11-06-2024 11:53:52,2.018s,PASSED
