Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,07-06-2024 17:00:35,07-06-2024 17:01:06,31.140s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 125.0.0.0,,,07-06-2024 17:00:35,07-06-2024 17:00:53,17.388s,PASSED
"openBrowser(""http://178.128.48.62:8080/sparepart-factory-cms/login.zul;jsessionid=D7E6B1C85925595F4B9728692EB41A2E"")",Chrome 125.0.0.0,,,07-06-2024 17:00:36,07-06-2024 17:00:49,12.927s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,07-06-2024 17:00:49,07-06-2024 17:00:50,1.185s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,07-06-2024 17:00:50,07-06-2024 17:00:51,1.694s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,07-06-2024 17:00:51,07-06-2024 17:00:53,1.294s,PASSED
,,,,,,,
Test Cases/Dashboard CMS/list dashboard,Chrome 125.0.0.0,,,07-06-2024 17:00:53,07-06-2024 17:01:06,13.554s,PASSED
"click(findTestObject(""Dashboard CMS/list dashboard""))",Chrome 125.0.0.0,,,07-06-2024 17:00:53,07-06-2024 17:01:06,13.434s,PASSED
