Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
login berhasil,Chrome 125.0.0.0,,,07-06-2024 17:08:27,07-06-2024 17:08:39,12.604s,PASSED
,,,,,,,
Test Cases/login mascot/login,Chrome 125.0.0.0,,,07-06-2024 17:08:27,07-06-2024 17:08:36,8.783s,PASSED
"openBrowser(""http://178.128.48.62:8080/sparepart-factory-cms/login.zul;jsessionid=D7E6B1C85925595F4B9728692EB41A2E"")",Chrome 125.0.0.0,,,07-06-2024 17:08:27,07-06-2024 17:08:34,6.532s,PASSED
"setText(findTestObject(""login mascot/1. input username""), ""sadm001"")",Chrome 125.0.0.0,,,07-06-2024 17:08:34,07-06-2024 17:08:34,0.809s,PASSED
"setText(findTestObject(""login mascot/2. input password""), ""Abc123!"")",Chrome 125.0.0.0,,,07-06-2024 17:08:34,07-06-2024 17:08:35,0.646s,PASSED
"click(findTestObject(""login mascot/3. klik button login""))",Chrome 125.0.0.0,,,07-06-2024 17:08:35,07-06-2024 17:08:36,0.517s,PASSED
,,,,,,,
Test Cases/Dashboard CMS/list dashboard,Chrome 125.0.0.0,,,07-06-2024 17:08:36,07-06-2024 17:08:39,3.219s,PASSED
"click(findTestObject(""Dashboard CMS/list dashboard""))",Chrome 125.0.0.0,,,07-06-2024 17:08:36,07-06-2024 17:08:38,2.447s,PASSED
"click(findTestObject(""Dashboard CMS/list dashboard""))",Chrome 125.0.0.0,,,07-06-2024 17:08:38,07-06-2024 17:08:39,0.659s,PASSED
,,,,,,,
Test Cases/Logout/button logout,Chrome 125.0.0.0,,,07-06-2024 17:08:39,07-06-2024 17:08:39,0.414s,PASSED
"click(findTestObject(""Logout/button logout""))",Chrome 125.0.0.0,,,07-06-2024 17:08:39,07-06-2024 17:08:39,0.327s,PASSED
